FID,GEOID20,SDLEA,NAME,DISTRICT_N,DISTRICT_C,Superintendent Salary,Average Teacher Salary,Average Principal Salary,Enrollment,Teacher Compensation Spending,Non-Teacher Compensation Spending,Capital Outlay & Debt Service Spending,Other Operating Expenses Spending,Recapture,Total Spending,Per-Pupil Spending,Teacher Compensation Percentage,Non-Teacher Compensation Percentage,Capital Outlay & Debt Service Percentage,Other Operating Expenses Percentage,Recapture,Distrit Debt,Per-Pupil Debt,DISTRICT_GRADE,DISTRICT_SCORE,Not On Grade Level Reading,Not On Grade Level Math,Not On Grade Level SS,Not On Grade Level Science
632,4842720,42720,Three Way ISD,72901,72901,118155,66175,76392,212,1599160,1017662,118131,1397469,0,4132422,20158.16,38.70%,24.60%,2.90%,33.80%,0.00%,0,0,C,77,59%,82%,69%,81%
633,4820850,20850,Glen Rose ISD,213901,213901,185047,61637,97734,2119,13528274,6918892,9611038,13943648,6698521,50700373,21360.12,26.70%,13.60%,19.00%,27.50%,13.20%,43828250,20095,B,86,30%,50%,33%,40%
634,4815240,15240,Copperas Cove ISD,50910,50910,143964,60126,85255,7761,53273760,30417515,4041152,21940345,0,109672772,13779.72,48.60%,27.70%,3.70%,20.00%,0.00%,1859150,270,B,82,46%,59%,43%,56%
635,4838580,38580,Salado ISD,14908,14908,190857,59856,93135,2429,11820758,6735400,15819148,6447144,0,40822450,17400.87,29.00%,16.50%,38.80%,15.80%,0.00%,276674245,125761,B,82,36%,51%,46%,44%
636,4842330,42330,Temple ISD,14909,14909,282800,58597,104904,8764,55602041,31807238,69159378,26600380,0,183169037,20852.58,30.40%,17.40%,37.80%,14.50%,0.00%,464451916,57532,C,77,57%,64%,61%,66%
637,4807470,7470,Academy ISD,14901,14901,145000,59708,86550,1832,10435970,5588288,41450374,5558087,0,63032719,34747.92,16.60%,8.90%,65.80%,8.80%,0.00%,136218560,82757,B,82,35%,53%,43%,51%
638,4840620,40620,Snook ISD,26903,26903,138000,56525,82339,609,3751978,2611482,1361598,2381188,0,10106246,16676.97,37.10%,25.80%,13.50%,23.60%,0.00%,18713027,32153,B,84,51%,61%,55%,58%
639,4833030,33030,North Zulch ISD,154903,154903,120051,56245,85460,333,2773107,1522999,1069527,1782475,0,7148108,19966.78,38.80%,21.30%,15.00%,24.90%,0.00%,8515933,25195,A,95,38%,48%,46%,44%
640,4824240,24240,Iola ISD,93903,93903,128000,56614,86220,626,4251705,2063183,603850,3262287,0,10181025,16690.2,41.80%,20.30%,5.90%,32.00%,0.00%,9034400,14572,B,87,29%,43%,31%,52%
641,4832910,32910,Normangee ISD,145906,145906,130000,58873,83562,661,4770604,2437645,5908193,2321758,0,15438200,23787.67,30.90%,15.80%,38.30%,15.00%,0.00%,55748840,97463,B,82,48%,57%,41%,48%
642,4807350,7350,College Station ISD,21901,21901,285926,57519,102225,14314,88104444,46168495,65823852,49525829,28145,249650765,17375.93,35.30%,18.50%,26.40%,19.80%,0.00%,557061275,42861,B,83,38%,44%,32%,41%
643,4811250,11250,Bremond ISD,198901,198901,157121,57757,86380,485,3564349,1897248,998615,1682501,0,8142713,16156.18,43.80%,23.30%,12.30%,20.70%,0.00%,6216988,13034,B,82,38%,55%,54%,50%
644,4845330,45330,Westphalia ISD,73904,73904,105846,58399,73000,159,1075883,621216,95681,540258,0,2333038,14955.37,46.10%,26.60%,4.10%,23.20%,0.00%,186910,1230,A,90,20%,21%,56%,50%
645,4837710,37710,Rogers ISD,14907,14907,142000,59323,93891,893,5854490,3422443,1954942,2695080,0,13926955,15916.52,42.00%,24.60%,14.00%,19.40%,0.00%,15823386,19730,C,77,47%,59%,56%,49%
646,4824840,24840,Johnson City ISD,16901,16901,135000,59968,90388,707,5028230,3446321,13972174,2802814,1971927,27221466,35166.49,18.50%,12.70%,51.30%,10.30%,7.20%,107840614,180638,B,85,38%,50%,32%,45%
647,4839030,39030,San Saba ISD,206901,206901,118000,61791,74322,738,5336009,2643051,244433,2691193,0,10914686,14789.55,48.90%,24.20%,2.20%,24.70%,0.00%,2279030,3003,C,72,45%,62%,49%,64%
648,4827810,27810,Llano ISD,150901,150901,193723,58168,97766,1968,13015776,8713115,18404140,7690596,20571105,68394732,24625.97,19.00%,12.70%,26.90%,11.20%,30.10%,65602130,40173,B,82,49%,56%,52%,58%
649,4825660,25660,Killeen ISD,14906,14906,334750,67665,105782,42883,268355381,169505617,67199974,163935134,0,668996106,15251.6,40.10%,25.30%,10.00%,24.50%,0.00%,550874838,14579,C,74,52%,65%,52%,65%
650,4826640,26640,Lampasas ISD,141901,141901,224000,57943,101074,3640,21195419,15336239,3241102,12888891,0,52661651,14792.6,40.20%,29.10%,6.20%,24.50%,0.00%,24825703,7282,B,84,37%,53%,44%,51%
651,4829220,29220,Martins Mill ISD,234905,234905,127969,59969,89563,496,3268669,2032584,3445435,1985056,0,10731744,22127.31,30.50%,18.90%,32.10%,18.50%,0.00%,2190400,5689,C,70,43%,53%,37%,70%
652,4812750,12750,Canton ISD,234902,234902,200000,56812,91130,2309,13302003,4759691,11261616,5873897,0,35197207,14869.96,37.80%,13.50%,32.00%,16.70%,0.00%,103311834,46747,B,88,37%,42%,44%,54%
653,4821450,21450,Grand Saline ISD,234904,234904,186915,55119,88601,1211,7709112,4998900,1403545,4299308,0,18410865,15655.5,41.90%,27.20%,7.60%,23.40%,0.00%,2019624,2071,C,76,57%,58%,46%,64%
654,4807650,7650,Alba-Golden ISD,250906,250906,138900,59139,82195,818,6017371,2766049,761637,3499563,0,13044620,15641.03,46.10%,21.20%,5.80%,26.80%,0.00%,1412744,1959,B,88,42%,63%,51%,60%
655,4830930,30930,Mineola ISD,250903,250903,167500,54499,87288,1753,12730683,7162603,22914307,7738324,0,50545917,30412.71,25.20%,14.20%,45.30%,15.30%,0.00%,49913661,30343,B,87,40%,53%,34%,59%
656,4832610,32610,New Summerfield ISD,37908,37908,112320,59164,94136,526,4020627,2606013,559098,2171393,0,9357131,18311.41,43.00%,27.90%,6.00%,23.20%,0.00%,9323387,21835,A,94,45%,64%,41%,66%
657,4812870,12870,Carlisle ISD,201913,201913,130600,50791,88488,646,4789129,2443759,1123450,2997889,0,11354227,17768.74,42.20%,21.50%,9.90%,26.40%,0.00%,9834896,19134,B,89,57%,57%,56%,65%
658,4845150,45150,West Rusk County Cons ISD,201914,201914,151000,57437,104400,1029,6393639,4570009,1082126,3715282,0,15761056,15558.79,40.60%,29.00%,6.90%,23.60%,0.00%,0,0,C,78,43%,62%,56%,54%
659,4831760,31760,Mount Pleasant ISD,225902,225902,225000,54625,87897,5153,34854248,16240425,5992163,21776040,0,78862876,15307.24,44.20%,20.60%,7.60%,27.60%,0.00%,105134736,23168,B,88,43%,56%,49%,57%
660,4809060,9060,Avery ISD,194902,194902,108000,52108,76348,304,2611483,1629374,67364,1649010,0,5957231,18616.35,43.80%,27.40%,1.10%,27.70%,0.00%,183516,749,A,91,29%,44%,44%,32%
661,4816570,16570,DeKalb ISD,19901,19901,150000,56299,88570,898,5403811,2510523,1955023,4457293,0,14326650,15900.83,37.70%,17.50%,13.60%,31.10%,0.00%,332240,313,B,83,52%,55%,56%,53%
662,4816180,16180,Daingerfield-Lone Star ISD,172902,172902,110000,50432,80863,1026,7931596,5572178,2846858,6987043,0,23337675,22835.3,34.00%,23.90%,12.20%,29.90%,0.00%,6002228,6385,C,77,48%,76%,60%,70%
663,4810440,10440,Bloomburg ISD,34909,34909,131624,50972,72420,229,1859312,1116926,137774,1148025,0,4262037,17539.25,43.60%,26.20%,3.20%,26.90%,0.00%,91136,501,B,87,42%,73%,44%,53%
664,4840320,40320,Simms ISD,19909,19909,108500,50635,73667,480,3499179,1670593,437309,2100794,0,7707875,15263.12,45.40%,21.70%,5.70%,27.30%,0.00%,858525,1687,B,86,44%,51%,67%,57%
665,4829460,29460,Maud ISD,19903,19903,118450,59024,82506,450,3072101,1943516,1230356,2192510,0,8438483,18505.45,36.40%,23.00%,14.60%,26.00%,0.00%,12604486,35110,A,94,38%,44%,50%,42%
666,4832340,32340,New Boston ISD,19905,19905,150000,58172,91361,1108,10157940,4616171,3164155,5173782,0,23112048,20238.22,44.00%,20.00%,13.70%,22.40%,0.00%,32989777,34472,B,85,45%,61%,55%,58%
667,4836210,36210,Queen City ISD,34907,34907,97392,50156,83792,867,6638572,3965914,611377,5878971,0,17094834,18460.94,38.80%,23.20%,3.60%,34.40%,0.00%,981605,1404,B,82,43%,58%,44%,54%
668,4836750,36750,Redwater ISD,19906,19906,148691,54495,87949,1103,7562054,2831481,1047760,6879399,0,18320694,16520.01,41.30%,15.50%,5.70%,37.50%,0.00%,5299150,4929,B,83,34%,39%,59%,45%
669,4827540,27540,Linden-Kildare Cons ISD,34905,34905,140000,49990,80000,617,4637339,2950181,597841,4102943,0,12288304,18789.46,37.70%,24.00%,4.90%,33.40%,0.00%,257286,459,C,72,51%,66%,51%,57%
670,4824730,24730,Jefferson ISD,155901,155901,161361,53481,94002,1125,8267004,5531596,851043,4321643,0,18971286,17153.06,43.60%,29.20%,4.50%,22.80%,0.00%,4483575,4976,D,66,55%,73%,47%,62%
671,4809090,9090,Avinger ISD,34902,34902,89600,58430,70000,112,1077282,540697,0,921034,0,2539013,21700.97,42.40%,21.30%,0.00%,36.30%,0.00%,0,0,B,87,31%,51%,32%,68%
672,4823850,23850,Hughes Springs ISD,34903,34903,133314,54822,87799,1090,7933833,3790051,414915,4260313,0,16399112,14681.39,48.40%,23.10%,2.50%,26.00%,0.00%,1022720,1191,B,83,32%,52%,38%,36%
673,4829910,29910,McLeod ISD,34906,34906,97880,56729,69949,424,2865484,1147030,142522,1249717,0,5404753,12627.93,53.00%,21.20%,2.60%,23.10%,0.00%,0,0,B,81,41%,48%,67%,64%
674,4834800,34800,Pewitt Cons ISD,172905,172905,137000,52342,85782,853,5907065,3197755,4920527,2889930,0,16915277,20089.4,34.90%,18.90%,29.10%,17.10%,0.00%,29489725,37235,B,87,38%,50%,46%,53%
675,4808880,8880,Atlanta ISD,34901,34901,190000,50942,91718,1929,12289518,7797683,4314178,7658141,0,32059520,16645.65,38.30%,24.30%,13.50%,23.90%,0.00%,10589023,5902,B,84,38%,55%,42%,61%
676,4845630,45630,Whitesboro ISD,91909,91909,176200,58025,93897,1802,10347411,5711049,2465979,5359771,0,23884210,13471.07,43.30%,23.90%,10.30%,22.40%,0.00%,666030,379,C,74,46%,60%,55%,54%
677,4816710,16710,Denison ISD,91903,91903,219980,58958,98426,4977,30052351,18739944,26518109,16294441,0,91604845,18543.49,32.80%,20.50%,28.90%,17.80%,0.00%,314915816,67304,C,78,49%,59%,53%,60%
678,4835580,35580,Pottsboro ISD,91913,91913,176284,62214,92066,1453,8540110,4429684,37921853,4106382,0,54998029,38166.57,15.50%,8.10%,69.00%,7.50%,0.00%,106835022,87284,B,88,38%,53%,36%,50%
679,4810800,10800,Bonham ISD,74903,74903,140000,53795,91300,2029,11330124,6591873,9077742,6211447,0,33211186,16824.31,34.10%,19.80%,27.30%,18.70%,0.00%,147155488,80106,C,73,52%,66%,63%,61%
680,4818030,18030,Ector ISD,74905,74905,104000,55883,75000,234,1659589,985927,519334,1213462,0,4378312,17374.25,37.90%,22.50%,11.90%,27.70%,0.00%,958888,3805,D,68,62%,69%,82%,79%
681,4839450,39450,Savoy ISD,74911,74911,108000,52783,86051,305,2151324,1470483,485249,1368727,0,5475783,18131.73,39.30%,26.90%,8.90%,25.00%,0.00%,0,0,C,78,36%,57%,43%,41%
682,4809780,9780,Bells ISD,91901,91901,153000,59628,99478,1007,6359480,3193539,7463148,3073270,0,20089437,20374.68,31.70%,15.90%,37.10%,15.30%,0.00%,68908585,68091,B,89,31%,34%,41%,29%
683,4809570,9570,Bastrop ISD,11901,11901,300506,60127,112575,13370,74371996,36278950,81402687,43160308,0,235213941,18079.47,31.60%,15.40%,34.60%,18.30%,0.00%,813244713,62901,C,71,65%,75%,64%,71%
684,4816620,16620,Del Valle ISD,227910,227910,227897,65858,99720,11715,81267107,53194982,123002467,29372841,0,286837397,25413.08,28.30%,18.50%,42.90%,10.20%,0.00%,918946900,90465,D,68,69%,77%,66%,81%
685,4800010,10,Hays Cons ISD,105906,105906,364000,64959,115891,24330,143324388,85024142,246778440,49753176,0,524880146,22514.48,27.30%,16.20%,47.00%,9.50%,0.00%,1372668809,57257,B,80,41%,55%,47%,54%
686,4800008,8,Dripping Springs ISD,105904,105904,262444,60325,109866,8712,48502658,28958446,60105916,20859945,8823666,167250631,18555.51,29.00%,17.30%,35.90%,12.50%,5.30%,517972723,63821,B,89,22%,38%,34%,33%
687,4812990,12990,Carrizo Springs Cons ISD,64903,64903,153000,61320,93044,1852,13454660,12029986,4422404,8497983,42469155,80874188,20054.85,16.60%,14.90%,5.50%,10.50%,52.50%,189663288,120651,D,69,58%,69%,59%,70%
688,4844810,44810,Webb Cons ISD,240904,240904,135000,67723,104000,240,3218230,2747748,3768670,2894121,0,12628769,49331.13,25.50%,21.80%,29.80%,22.90%,0.00%,27811381,104554,D,66,52%,68%,52%,62%
689,4899130,99130,Benavides ISD,66901,66901,142900,58800,82500,148,2252286,1308528,621254,4360908,0,8542976,19197.7,26.40%,15.30%,7.30%,51.00%,0.00%,3725015,21286,B,82,57%,72%,83%,65%
690,4829940,29940,McMullen County ISD,162904,162904,156000,63203,?,280,3152005,2317318,4728412,2073202,23953794,36224731,45280.21,8.70%,6.40%,13.10%,5.70%,66.10%,7307732,30834,A,96,22%,21%,37%,13%
691,4817730,17730,Eagle Pass ISD,159901,159901,307484,66889,114144,13820,79182044,61575561,12125824,38522606,0,191406035,13801,41.40%,32.20%,6.30%,20.10%,0.00%,75365071,6149,B,81,53%,59%,50%,56%
692,4815400,15400,Cotulla ISD,142901,142901,145600,51516,105677,1157,12580936,8208899,14496976,6869610,39296512,81452933,36882.26,15.40%,10.10%,17.80%,8.40%,48.20%,90649375,90198,C,78,55%,65%,68%,69%
693,4819820,19820,Freer ISD,66903,66903,132205,56902,63965,709,5082841,3019583,645333,3791937,0,12539694,17761.61,40.50%,24.10%,5.10%,30.20%,0.00%,28633351,47094,C,75,58%,69%,67%,73%
694,4826790,26790,Laredo ISD,240901,240901,275000,59985,92357,20271,141232491,92342543,76160453,67789388,0,377524875,18333.57,37.40%,24.50%,20.20%,18.00%,0.00%,309019231,18034,B,88,49%,54%,59%,58%
695,4843650,43650,United ISD,240903,240903,289965,60842,103961,40742,252239430,168330158,81746390,115445028,0,617761006,14993.11,40.80%,27.20%,13.20%,18.70%,0.00%,635506047,17096,A,90,39%,47%,46%,52%
696,4826430,26430,Lake Dallas ISD,61912,61912,309427,65680,102558,3717,22528436,13221173,24362086,11102616,0,71214311,18686.52,31.60%,18.60%,34.20%,15.60%,0.00%,277738894,86631,C,79,45%,62%,44%,55%
697,4825980,25980,Krum ISD,61905,61905,210125,62296,100284,2542,12619672,8927871,19964362,7198216,0,48710121,19617.45,25.90%,18.30%,41.00%,14.80%,0.00%,233662190,84538,C,76,43%,61%,50%,52%
698,4839180,39180,Sanger ISD,61908,61908,218160,68415,102841,2880,21152546,12393142,72605991,10716327,0,116868006,41590.04,18.10%,10.60%,62.10%,9.20%,0.00%,259616938,98639,B,82,39%,55%,42%,58%
699,4812510,12510,Callisburg ISD,49905,49905,157487,58263,93804,1151,6890195,4060760,1366378,4288980,0,16606313,13943.17,41.50%,24.50%,8.20%,25.80%,0.00%,15978368,14836,C,75,51%,57%,59%,53%
700,4843860,43860,Valley View ISD (Cooke),49903,49903,145000,56236,104123,851,7016707,5248232,1682394,4220274,0,18167607,19535.06,38.60%,28.90%,9.30%,23.20%,0.00%,13514691,17086,C,70,60%,75%,58%,72%
701,4819770,19770,Frankston ISD,1904,1904,137235,61050,81249,811,5840297,3237368,821085,4382864,0,14281614,17807.5,40.90%,22.70%,5.70%,30.70%,0.00%,13942725,18322,B,87,36%,47%,33%,53%
702,4824590,24590,Jacksonville ISD,37904,37904,218588,54979,91272,4700,29811496,18347164,6958494,13308481,0,68425635,14155.08,43.60%,26.80%,10.20%,19.40%,0.00%,86113935,20064,C,73,60%,73%,58%,77%
703,4832790,32790,Nocona ISD,169902,169902,161700,60936,96893,785,7064359,3836333,469099,3223689,0,14593480,19406.22,48.40%,26.30%,3.20%,22.10%,0.00%,33725635,57065,C,79,47%,58%,61%,40%
704,4835730,35730,Prairie Valley ISD,169909,169909,103750,64328,78988,135,1220968,513706,83469,750187,0,2568330,20223.07,47.50%,20.00%,3.20%,29.20%,0.00%,0,0,B,86,36%,53%,35%,52%
705,4812120,12120,Burkburnett ISD,243901,243901,207753,54762,93192,3213,19931608,11522681,6721259,12799140,0,50974688,15602.9,39.10%,22.60%,13.20%,25.10%,0.00%,43507685,14659,B,80,50%,61%,59%,58%
706,4843230,43230,Troup ISD,212904,212904,169773,58458,91771,1063,6996546,4265357,488500,4209579,0,15959982,14846.49,43.80%,26.70%,3.10%,26.40%,0.00%,5433763,5862,C,78,36%,57%,43%,47%
707,4811640,11640,Brownsboro ISD,107902,107902,194951,53956,85869,2560,15013135,9010701,15076990,7458243,0,46559069,17962.6,32.20%,19.40%,32.40%,16.00%,0.00%,51913361,22829,B,80,43%,50%,52%,52%
708,4812060,12060,Bullard ISD,212902,212902,193600,51920,94620,2921,16012072,11138178,47558943,8480434,0,83189627,28567.87,19.20%,13.40%,57.20%,10.20%,0.00%,263299468,96306,B,88,30%,40%,42%,45%
709,4843920,43920,Van ISD,234906,234906,229524,57435,92249,2358,12875538,9587668,3234218,7136450,0,32833874,13965.92,39.20%,29.20%,9.90%,21.70%,0.00%,44301781,22063,C,79,44%,52%,43%,53%
710,4822770,22770,Hawkins ISD,250902,250902,131236,52859,83600,811,5159608,3407021,6104297,3815542,0,18486468,23341.5,27.90%,18.40%,33.00%,20.60%,0.00%,28482081,37280,C,78,44%,54%,47%,42%
711,4827510,27510,Lindale ISD,212903,212903,281943,58087,91912,4606,28341636,15626439,6944484,11255504,0,62168063,13657.31,45.60%,25.10%,11.20%,18.10%,0.00%,88595653,19727,A,92,27%,27%,36%,40%
712,4843530,43530,Union Grove ISD,230908,230908,130000,51111,113079,720,4550741,2403788,1176108,3616264,0,11746901,15938.81,38.70%,20.50%,10.00%,30.80%,0.00%,13989025,22100,B,89,38%,46%,57%,54%
713,4822560,22560,Harmony ISD,230905,230905,134394,52840,89400,895,6630622,3706008,487209,3184860,0,14008699,14280.02,47.30%,26.50%,3.50%,22.70%,0.00%,15966023,19471,B,86,29%,52%,40%,50%
714,4820700,20700,Gilmer ISD,230902,230902,226472,52472,99677,2946,17868834,12568662,13600609,7877405,0,51915510,17761.04,34.40%,24.20%,26.20%,15.20%,0.00%,54362888,19015,B,89,43%,49%,52%,56%
715,4810140,10140,Big Sandy ISD (Upshur),230901,230901,130000,51311,61750,649,4506592,2635373,925275,2592216,0,10659456,15838.72,42.30%,24.70%,8.70%,24.30%,0.00%,7672034,12787,C,72,49%,67%,62%,66%
716,4845480,45480,White Oak ISD,92908,92908,116000,56530,79160,1428,8982245,4922671,2337841,4212778,0,20455535,14456.21,43.90%,24.10%,11.40%,20.60%,0.00%,19856480,16196,A,91,35%,49%,40%,48%
717,4813650,13650,Chapel Hill ISD (Smith),212909,212909,242401,55194,87429,3072,20064567,13413343,28407203,9712992,0,71598105,21895.44,28.00%,18.70%,39.70%,13.60%,0.00%,181695522,65903,B,82,54%,62%,52%,71%
718,4838460,38460,Sabine ISD,92906,92906,132397,55451,115793,1583,9314537,5609825,1998947,5736428,0,22659737,14341.61,41.10%,24.80%,8.80%,25.30%,0.00%,21628906,15146,C,74,44%,57%,40%,63%
719,4833870,33870,Overton ISD,201908,201908,117700,61891,95434,523,3959953,2272934,959842,2484035,0,9676764,18121.28,40.90%,23.50%,9.90%,25.70%,0.00%,7961320,17307,C,74,47%,71%,67%,68%
720,4808730,8730,Arp ISD,212901,212901,131159,55033,82938,1008,6682801,3542170,2251201,3708364,0,16184536,16152.23,41.30%,21.90%,13.90%,22.90%,0.00%,19455267,20741,C,77,48%,72%,52%,58%
721,4845600,45600,Whitehouse ISD,212906,212906,247203,58774,94743,4676,27787244,17237934,7815076,14796736,0,67636990,14015.12,41.10%,25.50%,11.60%,21.90%,0.00%,143283200,36119,A,90,31%,32%,45%,41%
722,4846230,46230,Winona ISD,212910,212910,141000,58116,86185,1166,8904325,5520183,10795418,4317138,0,29537064,25617.58,30.10%,18.70%,36.50%,14.60%,0.00%,50182534,43112,C,79,52%,76%,65%,63%
723,4843470,43470,Tyler ISD,212905,212905,343575,59467,104220,18708,112067152,67777108,76716585,49897476,0,306458321,16742.7,36.60%,22.10%,25.00%,16.30%,0.00%,579122030,35748,B,81,49%,60%,50%,63%
724,4820760,20760,Gladewater ISD,92901,92901,163673,64013,99955,1636,10626756,7505638,1025028,6018783,0,25176205,14740.17,42.20%,29.80%,4.10%,23.90%,0.00%,35301443,25452,C,74,55%,70%,61%,66%
725,4845780,45780,Wichita Falls ISD,243905,243905,275742,58039,89453,12644,75444746,32427526,140080038,43186977,0,291139287,22625.06,25.90%,11.10%,48.10%,14.80%,0.00%,419724789,41561,D,68,57%,64%,57%,64%
726,4808610,8610,Archer City ISD,5901,5901,120171,55281,97500,484,3741136,2131982,1120763,2046383,0,9040264,18044.44,41.40%,23.60%,12.40%,22.60%,0.00%,17613600,33938,A,94,26%,43%,48%,37%
727,4834710,34710,Petrolia Cons ISD,39903,39903,118000,55935,85139,510,3359940,1775810,394132,2919756,0,8449638,17751.34,39.80%,21.00%,4.70%,34.60%,0.00%,2094405,4940,B,80,52%,66%,39%,55%
728,4840080,40080,Sherman ISD,91906,91906,219292,64399,106397,7788,58036803,32831692,44650466,25458672,0,160977633,20525.01,36.10%,20.40%,27.70%,15.80%,0.00%,710033635,99472,C,73,57%,69%,57%,64%
729,4842930,42930,Tom Bean ISD,91918,91918,140000,58477,89500,741,4320082,2660311,2483056,2272270,0,11735719,17944.52,36.80%,22.70%,21.20%,19.40%,0.00%,12715255,20542,C,76,46%,61%,53%,49%
730,4800001,1,Crosbyton Cons ISD,54901,54901,129359,47673,81150,316,2382335,1341389,614016,2147621,0,6485361,20330.29,36.70%,20.70%,9.50%,33.10%,0.00%,8761981,26312,C,79,67%,81%,76%,67%
731,4835490,35490,Post ISD,85902,85902,151000,54759,91229,686,4019043,3417651,2576026,2848697,0,12861417,18243.14,31.20%,26.60%,20.00%,22.10%,0.00%,39793150,81711,D,64,69%,75%,74%,71%
732,4828230,28230,Lorenzo ISD,54902,54902,110000,50565,62380,207,2398924,1837981,3799,1595467,0,5836171,27144.98,41.10%,31.50%,0.10%,27.30%,0.00%,0,0,B,82,62%,73%,65%,79%
733,4836390,36390,Ralls ISD,54903,54903,133759,54185,75046,370,3185571,1755859,48196,2526262,0,7515888,17042.83,42.40%,23.40%,0.60%,33.60%,0.00%,0,0,D,65,76%,86%,85%,73%
734,4834680,34680,Petersburg ISD,95904,95904,116000,54348,82349,243,2349829,1293792,2547665,1415161,0,7606447,27760.76,30.90%,17.00%,33.50%,18.60%,0.00%,20597743,89946,B,86,55%,64%,67%,63%
735,4840440,40440,Slaton ISD,152903,152903,186684,58529,91112,1271,10291528,7589503,1303979,5483269,0,24668279,19782.1,41.70%,30.80%,5.30%,22.20%,0.00%,12390544,11004,C,72,53%,68%,64%,61%
736,4819440,19440,Floydada Collegiate ISD,77901,77901,171446,46878,98932,671,4578091,3585332,2753300,3730472,0,14647195,21508.36,31.30%,24.50%,18.80%,25.50%,0.00%,38901725,61651,B,85,55%,53%,75%,62%
737,4840890,40890,Southland ISD,85903,85903,110174,45890,77102,132,948470,887986,13482,1378570,0,3228508,25421.32,29.40%,27.50%,0.40%,42.70%,0.00%,0,0,D,66,60%,67%,50%,74%
738,4824120,24120,Idalou ISD,152910,152910,164260,54396,94283,995,6128226,2962295,1132340,4072024,0,14294885,14646.4,42.90%,20.70%,7.90%,28.50%,0.00%,12106900,13758,A,92,33%,40%,32%,45%
739,4837800,37800,Roosevelt ISD,152908,152908,167786,49626,94468,1138,7916681,4185870,4384520,4944196,0,21431267,19100.95,36.90%,19.50%,20.50%,23.10%,0.00%,7364900,8266,B,81,52%,61%,43%,58%
740,4820970,20970,Gold-Burg ISD,169906,169906,97750,53900,76250,148,1175822,673519,0,1005546,0,2854887,18418.63,41.20%,23.60%,0.00%,35.20%,0.00%,0,0,C,72,59%,79%,74%,66%
741,4819530,19530,Forestburg ISD,169910,169910,101625,53927,80500,180,1427863,562095,31441,1369748,0,3391147,18430.15,42.10%,16.60%,0.90%,40.40%,0.00%,0,0,C,73,47%,71%,62%,74%
742,4831200,31200,Montague ISD,169908,169908,111077,63370,99940,163,1163481,529895,121995,874472,0,2689843,17024.32,43.30%,19.70%,4.50%,32.50%,0.00%,0,0,B,83,39%,34%,37%,68%
743,4808100,8100,Alvord ISD,249901,249901,149769,56500,93286,844,5559937,3161249,1238442,4156214,0,14115842,16606.87,39.40%,22.40%,8.80%,29.40%,0.00%,6725369,7848,B,85,43%,47%,55%,47%
