DISTRICT_N,District_Name,Year,Object_Code,Object_Description_Long,Object_Spending
175910,MILDRED ISD,2018,6249,CONTRACTED MAINTENANCE AND REPAIR,"$147,518.00"
175910,MILDRED ISD,2018,6259,UTILITIES,"$227,849.00"
175910,MILDRED ISD,2018,6299,MISCELLANEOUS CONTRACTED SERVICES,"$132,000.00"
175910,MILDRED ISD,2018,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$39,551.00"
175910,MILDRED ISD,2018,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$54,354.00"
175910,MILDRED ISD,2018,6321,INSTRUCTIONAL MATERIALS,"$38,619.00"
175910,MILDRED ISD,2018,6341,FOOD,"$181,967.00"
175910,MILDRED ISD,2018,6342,NON-FOOD,"$1,835.00"
175910,MILDRED ISD,2018,6399,GENERAL SUPPLIES,"$220,374.00"
175910,MILDRED ISD,2018,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$43,239.00"
175910,MILDRED ISD,2018,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$32,809.00"
175910,MILDRED ISD,2018,6429,INSURANCE AND BONDING COSTS,"$50,401.00"
175910,MILDRED ISD,2018,6439,ELECTION COSTS,"$6,895.00"
175910,MILDRED ISD,2018,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$125,744.00"
175910,MILDRED ISD,2018,6499,MISCELLANEOUS OPERATING COSTS,"$127,297.00"
175910,MILDRED ISD,2018,6511,BOND PRINCIPAL,"$405,000.00"
175910,MILDRED ISD,2018,6512,CAPITAL LEASE PRINCIPAL,"$26,049.00"
175910,MILDRED ISD,2018,6519,DEBT PRINCIPAL,"$29,652.00"
175910,MILDRED ISD,2018,6521,INTEREST ON BONDS,"$483,288.00"
175910,MILDRED ISD,2018,6523,INTEREST ON DEBT,"$2,861.00"
175910,MILDRED ISD,2018,6599,OTHER DEBT SERVICE FEES,"$1,000.00"
175910,MILDRED ISD,2018,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$258,620.00"
175910,MILDRED ISD,2018,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$159,009.00"
175910,MILDRED ISD,2018,6669,LIBRARY BOOKS AND MEDIA,"$3,031.00"
175910,MILDRED ISD,2022,6112,SUBSTITUTE PAY,"$75,223.00"
175910,MILDRED ISD,2022,6119,TEACHER PAY & OTHER PROFESSIONALS,"$4,103,407.00"
175910,MILDRED ISD,2022,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$189,746.00"
175910,MILDRED ISD,2022,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,305,910.00"
175910,MILDRED ISD,2022,6141,SOCIAL SECURITY/MEDICARE,"$81,599.00"
175910,MILDRED ISD,2022,6142,GROUP HEALTH & LIFE INSURANCE,"$369,278.00"
175910,MILDRED ISD,2022,6143,WORKERS' COMPENSATION,"$23,561.00"
175910,MILDRED ISD,2022,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$431,379.00"
175910,MILDRED ISD,2022,6145,UNEMPLOYMENT COMPENSATION,"$3,884.00"
175910,MILDRED ISD,2022,6146,TEACHER RETIREMENT/TRS CARE,"$210,875.00"
175910,MILDRED ISD,2022,6211,LEGAL SERVICES,"$90,274.00"
175910,MILDRED ISD,2022,6212,AUDIT SERVICES,"$20,000.00"
175910,MILDRED ISD,2022,6213,TAX APPRAISAL AND COLLECTION,"$104,157.00"
175910,MILDRED ISD,2022,6219,PROFESSIONAL SERVICES,"$41,022.00"
175910,MILDRED ISD,2022,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$69,412.00"
175910,MILDRED ISD,2022,6239,EDUCATION SERVICE CENTER SERVICES,"$70,418.00"
175910,MILDRED ISD,2022,6249,CONTRACTED MAINTENANCE AND REPAIR,"$300,303.00"
175910,MILDRED ISD,2022,6259,UTILITIES,"$255,076.00"
175910,MILDRED ISD,2022,6291,CONSULTING SERVICES,"$16,605.00"
175910,MILDRED ISD,2022,6299,MISCELLANEOUS CONTRACTED SERVICES,"$197,618.00"
175910,MILDRED ISD,2022,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$71,468.00"
175910,MILDRED ISD,2022,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$70,940.00"
175910,MILDRED ISD,2022,6341,FOOD,"$277,009.00"
175910,MILDRED ISD,2022,6342,NON-FOOD,"$2,138.00"
175910,MILDRED ISD,2022,6344,USDA DONATED COMMODITIES,"$30,611.00"
175910,MILDRED ISD,2022,6399,GENERAL SUPPLIES,"$460,277.00"
175910,MILDRED ISD,2022,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$41,013.00"
175910,MILDRED ISD,2022,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$67,703.00"
175910,MILDRED ISD,2022,6429,INSURANCE AND BONDING COSTS,"$84,620.00"
175910,MILDRED ISD,2022,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$8,578.00"
175910,MILDRED ISD,2022,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$156,220.00"
175910,MILDRED ISD,2022,6499,MISCELLANEOUS OPERATING COSTS,"$77,842.00"
175910,MILDRED ISD,2022,6511,BOND PRINCIPAL,"$635,000.00"
175910,MILDRED ISD,2022,6512,CAPITAL LEASE PRINCIPAL,"$26,727.00"
175910,MILDRED ISD,2022,6519,DEBT PRINCIPAL,"$45,898.00"
175910,MILDRED ISD,2022,6521,INTEREST ON BONDS,"$693,438.00"
175910,MILDRED ISD,2022,6599,OTHER DEBT SERVICE FEES,"$1,400.00"
175910,MILDRED ISD,2022,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$132,334.00"
175910,MILDRED ISD,2022,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$32,271.00"
175910,MILDRED ISD,2022,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$383,763.00"
175910,MILDRED ISD,2022,6669,LIBRARY BOOKS AND MEDIA,"$3,225.00"
175910,MILDRED ISD,2023,6112,SUBSTITUTE PAY,"$62,504.00"
175910,MILDRED ISD,2023,6119,TEACHER PAY & OTHER PROFESSIONALS,"$4,392,150.00"
175910,MILDRED ISD,2023,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$180,368.00"
175910,MILDRED ISD,2023,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,322,362.00"
175910,MILDRED ISD,2023,6141,SOCIAL SECURITY/MEDICARE,"$86,296.00"
175910,MILDRED ISD,2023,6142,GROUP HEALTH & LIFE INSURANCE,"$455,340.00"
175910,MILDRED ISD,2023,6143,WORKERS' COMPENSATION,"$25,573.00"
175910,MILDRED ISD,2023,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$459,857.00"
175910,MILDRED ISD,2023,6145,UNEMPLOYMENT COMPENSATION,"$3,303.00"
175910,MILDRED ISD,2023,6146,TEACHER RETIREMENT/TRS CARE,"$239,062.00"
175910,MILDRED ISD,2023,6211,LEGAL SERVICES,"$5,393.00"
175910,MILDRED ISD,2023,6212,AUDIT SERVICES,"$27,250.00"
175910,MILDRED ISD,2023,6213,TAX APPRAISAL AND COLLECTION,"$126,061.00"
175910,MILDRED ISD,2023,6219,PROFESSIONAL SERVICES,"$32,035.00"
175910,MILDRED ISD,2023,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$73,563.00"
175910,MILDRED ISD,2023,6239,EDUCATION SERVICE CENTER SERVICES,"$41,241.00"
175910,MILDRED ISD,2023,6249,CONTRACTED MAINTENANCE AND REPAIR,"$282,819.00"
175910,MILDRED ISD,2023,6259,UTILITIES,"$239,651.00"
175910,MILDRED ISD,2023,6291,CONSULTING SERVICES,"$12,494.00"
175910,MILDRED ISD,2023,6299,MISCELLANEOUS CONTRACTED SERVICES,"$150,244.00"
175910,MILDRED ISD,2023,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$54,620.00"
175910,MILDRED ISD,2023,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$67,720.00"
175910,MILDRED ISD,2023,6321,INSTRUCTIONAL MATERIALS,"$3,000.00"
175910,MILDRED ISD,2023,6341,FOOD,"$325,199.00"
175910,MILDRED ISD,2023,6342,NON-FOOD,"$4,680.00"
175910,MILDRED ISD,2023,6344,USDA DONATED COMMODITIES,"$29,044.00"
175910,MILDRED ISD,2023,6399,GENERAL SUPPLIES,"$807,297.00"
175910,MILDRED ISD,2023,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$48,371.00"
175910,MILDRED ISD,2023,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$69,894.00"
175910,MILDRED ISD,2023,6429,INSURANCE AND BONDING COSTS,"$88,084.00"
175910,MILDRED ISD,2023,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$10,088.00"
175910,MILDRED ISD,2023,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$186,370.00"
175910,MILDRED ISD,2023,6499,MISCELLANEOUS OPERATING COSTS,"$64,083.00"
175910,MILDRED ISD,2023,6511,BOND PRINCIPAL,"$660,000.00"
175910,MILDRED ISD,2023,6512,CAPITAL LEASE PRINCIPAL,"$34,172.00"
175910,MILDRED ISD,2023,6519,DEBT PRINCIPAL,"$23,833.00"
175910,MILDRED ISD,2023,6521,INTEREST ON BONDS,"$669,520.00"
175910,MILDRED ISD,2023,6599,OTHER DEBT SERVICE FEES,"$1,400.00"
175910,MILDRED ISD,2023,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$1,252,796.00"
175910,MILDRED ISD,2023,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$125,964.00"
175910,MILDRED ISD,2023,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$277,676.00"
175910,MILDRED ISD,2023,6659,"CAPITAL LEASE OF FURNITURE, EQUIPMENT, & SOFTWARE","$11,467.00"
175910,MILDRED ISD,2023,6669,LIBRARY BOOKS AND MEDIA,"$4,937.00"
175910,MILDRED ISD,2024,6112,SUBSTITUTE PAY,"$49,733.00"
175910,MILDRED ISD,2024,6119,TEACHER PAY & OTHER PROFESSIONALS,"$4,614,691.00"
175910,MILDRED ISD,2024,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$213,420.00"
175910,MILDRED ISD,2024,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,548,357.00"
175910,MILDRED ISD,2024,6141,SOCIAL SECURITY/MEDICARE,"$90,791.00"
175910,MILDRED ISD,2024,6142,GROUP HEALTH & LIFE INSURANCE,"$459,942.00"
175910,MILDRED ISD,2024,6143,WORKERS' COMPENSATION,"$25,600.00"
175910,MILDRED ISD,2024,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$496,723.00"
175910,MILDRED ISD,2024,6145,UNEMPLOYMENT COMPENSATION,"$3,204.00"
175910,MILDRED ISD,2024,6146,TEACHER RETIREMENT/TRS CARE,"$263,629.00"
175910,MILDRED ISD,2024,6149,EMPLOYEE BENEFITS,"$4,815.00"
175910,MILDRED ISD,2024,6211,LEGAL SERVICES,"$25,706.00"
175910,MILDRED ISD,2024,6212,AUDIT SERVICES,"$34,250.00"
175910,MILDRED ISD,2024,6213,TAX APPRAISAL AND COLLECTION,"$168,975.00"
175910,MILDRED ISD,2024,6219,PROFESSIONAL SERVICES,"$24,926.00"
175910,MILDRED ISD,2024,6222,STUDENT TUITION-PUBLIC SCHOOLS,"$78,702.00"
175910,MILDRED ISD,2024,6239,EDUCATION SERVICE CENTER SERVICES,"$43,501.00"
175910,MILDRED ISD,2024,6249,CONTRACTED MAINTENANCE AND REPAIR,"$292,081.00"
175910,MILDRED ISD,2024,6259,UTILITIES,"$247,852.00"
175910,MILDRED ISD,2024,6291,CONSULTING SERVICES,"$13,288.00"
175910,MILDRED ISD,2024,6299,MISCELLANEOUS CONTRACTED SERVICES,"$150,762.00"
175910,MILDRED ISD,2024,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$47,708.00"
175910,MILDRED ISD,2024,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$61,635.00"
175910,MILDRED ISD,2024,6321,INSTRUCTIONAL MATERIALS,$814.00
175910,MILDRED ISD,2024,6341,FOOD,"$311,689.00"
175910,MILDRED ISD,2024,6342,NON-FOOD,$839.00
175910,MILDRED ISD,2024,6344,USDA DONATED COMMODITIES,"$25,672.00"
175910,MILDRED ISD,2024,6399,GENERAL SUPPLIES,"$657,496.00"
175910,MILDRED ISD,2024,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$64,009.00"
175910,MILDRED ISD,2024,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$75,507.00"
175910,MILDRED ISD,2024,6429,INSURANCE AND BONDING COSTS,"$107,154.00"
175910,MILDRED ISD,2024,6439,ELECTION COSTS,"$7,231.00"
175910,MILDRED ISD,2024,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$10,960.00"
175910,MILDRED ISD,2024,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$241,004.00"
175910,MILDRED ISD,2024,6499,MISCELLANEOUS OPERATING COSTS,"$74,645.00"
175910,MILDRED ISD,2024,6511,BOND PRINCIPAL,"$3,135,000.00"
175910,MILDRED ISD,2024,6512,RIGHT TO USE LEASE LIABILITY - PRINCIPAL,"$28,051.00"
175910,MILDRED ISD,2024,6514,SUBSCRIPTION-BASED INFORMATION TECH ARRANGEMENTS (SBITA)-PRINCIPAL,"$6,638.00"
175910,MILDRED ISD,2024,6519,DEBT PRINCIPAL,$1.00
175910,MILDRED ISD,2024,6521,INTEREST ON BONDS,"$634,743.00"
175910,MILDRED ISD,2024,6526,INTEREST ON SUBSCRIPTION-BASED INFORMATION TECH ARRANGEMENTS (SBITA),$611.00
175910,MILDRED ISD,2024,6599,OTHER DEBT SERVICE FEES,"$14,438.00"
175910,MILDRED ISD,2024,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$203,766.00"
175910,MILDRED ISD,2024,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$395,366.00"
175910,MILDRED ISD,2024,6669,LIBRARY BOOKS AND MEDIA,"$4,913.00"
175911,RICE ISD,2018,6112,SUBSTITUTE PAY,"$56,906.00"
175911,RICE ISD,2018,6119,TEACHER PAY & OTHER PROFESSIONALS,"$4,493,341.00"
175911,RICE ISD,2018,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$4,235.00"
175911,RICE ISD,2018,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$3,536.00"
175911,RICE ISD,2018,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,348,214.00"
175911,RICE ISD,2018,6139,EMPLOYEE ALLOWANCES,"$72,336.00"
175911,RICE ISD,2018,6141,SOCIAL SECURITY/MEDICARE,"$82,967.00"
175911,RICE ISD,2018,6142,GROUP HEALTH & LIFE INSURANCE,"$556,185.00"
175911,RICE ISD,2018,6143,WORKERS' COMPENSATION,"$29,966.00"
175911,RICE ISD,2018,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$417,714.00"
175911,RICE ISD,2018,6145,UNEMPLOYMENT COMPENSATION,"$3,410.00"
175911,RICE ISD,2018,6146,TEACHER RETIREMENT/TRS CARE,"$219,130.00"
175911,RICE ISD,2018,6149,EMPLOYEE BENEFITS,$602.00
175911,RICE ISD,2018,6211,LEGAL SERVICES,"$17,891.00"
175911,RICE ISD,2018,6212,AUDIT SERVICES,"$11,925.00"
175911,RICE ISD,2018,6213,TAX APPRAISAL AND COLLECTION,"$35,228.00"
175911,RICE ISD,2018,6219,PROFESSIONAL SERVICES,"$97,307.00"
175911,RICE ISD,2018,6229,TUITION AND TRANSFER PAYMENTS,"$5,292.00"
175911,RICE ISD,2018,6239,EDUCATION SERVICE CENTER SERVICES,"$92,928.00"
175911,RICE ISD,2018,6249,CONTRACTED MAINTENANCE AND REPAIR,"$234,970.00"
175911,RICE ISD,2018,6259,UTILITIES,"$310,351.00"
175911,RICE ISD,2018,6269,RENTALS - OPERATING LEASES,"$63,805.00"
175911,RICE ISD,2018,6299,MISCELLANEOUS CONTRACTED SERVICES,"$35,857.00"
175911,RICE ISD,2018,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$50,661.00"
175911,RICE ISD,2018,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$109,375.00"
175911,RICE ISD,2018,6329,READING MATERIALS,"$127,732.00"
175911,RICE ISD,2018,6339,TESTING MATERIALS,"$3,750.00"
175911,RICE ISD,2018,6341,FOOD,"$224,408.00"
175911,RICE ISD,2018,6342,NON-FOOD,"$9,198.00"
175911,RICE ISD,2018,6344,USDA DONATED COMMODITIES,"$33,919.00"
175911,RICE ISD,2018,6399,GENERAL SUPPLIES,"$284,871.00"
175911,RICE ISD,2018,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$48,693.00"
175911,RICE ISD,2018,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$16,092.00"
175911,RICE ISD,2018,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$7,335.00"
175911,RICE ISD,2018,6429,INSURANCE AND BONDING COSTS,"$63,944.00"
175911,RICE ISD,2018,6439,ELECTION COSTS,"$4,093.00"
175911,RICE ISD,2018,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$203,035.00"
175911,RICE ISD,2018,6495,DUES,"$4,416.00"
175911,RICE ISD,2018,6499,MISCELLANEOUS OPERATING COSTS,"$102,681.00"
175911,RICE ISD,2018,6511,BOND PRINCIPAL,"$940,000.00"
175911,RICE ISD,2018,6512,CAPITAL LEASE PRINCIPAL,"$93,398.00"
175911,RICE ISD,2018,6521,INTEREST ON BONDS,"$717,853.00"
175911,RICE ISD,2018,6522,CAPITAL LEASE INTEREST,"$3,768.00"
175911,RICE ISD,2018,6599,OTHER DEBT SERVICE FEES,"$126,710.00"
175911,RICE ISD,2018,6619,LAND PURCHASE AND IMPROVEMENT,"$15,193.00"
175911,RICE ISD,2018,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$2,475,445.00"
175911,RICE ISD,2018,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$280,193.00"
175911,RICE ISD,2018,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$47,797.00"
175911,RICE ISD,2018,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$54,514.00"
175911,RICE ISD,2018,6669,LIBRARY BOOKS AND MEDIA,"$17,820.00"
175911,RICE ISD,2022,6112,SUBSTITUTE PAY,"$83,866.00"
175911,RICE ISD,2022,6119,TEACHER PAY & OTHER PROFESSIONALS,"$5,655,785.00"
175911,RICE ISD,2022,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$25,262.00"
175911,RICE ISD,2022,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$1,669.00"
175911,RICE ISD,2022,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,474,797.00"
175911,RICE ISD,2022,6139,EMPLOYEE ALLOWANCES,"$234,654.00"
175911,RICE ISD,2022,6141,SOCIAL SECURITY/MEDICARE,"$106,856.00"
175911,RICE ISD,2022,6142,GROUP HEALTH & LIFE INSURANCE,"$640,190.00"
175911,RICE ISD,2022,6143,WORKERS' COMPENSATION,"$26,691.00"
175911,RICE ISD,2022,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$476,178.00"
175911,RICE ISD,2022,6145,UNEMPLOYMENT COMPENSATION,"$6,636.00"
175911,RICE ISD,2022,6146,TEACHER RETIREMENT/TRS CARE,"$334,529.00"
175911,RICE ISD,2022,6149,EMPLOYEE BENEFITS,"$1,338.00"
175911,RICE ISD,2022,6211,LEGAL SERVICES,"$26,679.00"
175911,RICE ISD,2022,6212,AUDIT SERVICES,"$25,250.00"
175911,RICE ISD,2022,6213,TAX APPRAISAL AND COLLECTION,"$45,940.00"
175911,RICE ISD,2022,6214,LOBBYING,$24.00
175911,RICE ISD,2022,6219,PROFESSIONAL SERVICES,"$99,113.00"
175911,RICE ISD,2022,6229,TUITION AND TRANSFER PAYMENTS,"$12,848.00"
175911,RICE ISD,2022,6239,EDUCATION SERVICE CENTER SERVICES,"$173,113.00"
175911,RICE ISD,2022,6249,CONTRACTED MAINTENANCE AND REPAIR,"$422,212.00"
175911,RICE ISD,2022,6259,UTILITIES,"$390,209.00"
175911,RICE ISD,2022,6269,RENTALS - OPERATING LEASES,"$12,199.00"
175911,RICE ISD,2022,6299,MISCELLANEOUS CONTRACTED SERVICES,"$42,317.00"
175911,RICE ISD,2022,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$55,278.00"
175911,RICE ISD,2022,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$90,888.00"
175911,RICE ISD,2022,6329,READING MATERIALS,"$97,569.00"
175911,RICE ISD,2022,6339,TESTING MATERIALS,"$6,141.00"
175911,RICE ISD,2022,6341,FOOD,"$275,366.00"
175911,RICE ISD,2022,6342,NON-FOOD,"$17,728.00"
175911,RICE ISD,2022,6344,USDA DONATED COMMODITIES,"$55,456.00"
175911,RICE ISD,2022,6399,GENERAL SUPPLIES,"$647,761.00"
175911,RICE ISD,2022,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$56,306.00"
175911,RICE ISD,2022,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$35,875.00"
175911,RICE ISD,2022,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$9,083.00"
175911,RICE ISD,2022,6429,INSURANCE AND BONDING COSTS,"$104,099.00"
175911,RICE ISD,2022,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$3,367.00"
175911,RICE ISD,2022,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$281,098.00"
175911,RICE ISD,2022,6495,DUES,"$2,628.00"
175911,RICE ISD,2022,6499,MISCELLANEOUS OPERATING COSTS,"$141,889.00"
175911,RICE ISD,2022,6511,BOND PRINCIPAL,"$650,000.00"
175911,RICE ISD,2022,6512,CAPITAL LEASE PRINCIPAL,"$38,065.00"
175911,RICE ISD,2022,6521,INTEREST ON BONDS,"$769,763.00"
175911,RICE ISD,2022,6522,CAPITAL LEASE INTEREST,"$3,834.00"
175911,RICE ISD,2022,6599,OTHER DEBT SERVICE FEES,"$5,000.00"
175911,RICE ISD,2022,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$533,161.00"
175911,RICE ISD,2022,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$99,814.00"
175911,RICE ISD,2022,6639,"FURNITURE, EQUIPMENT, AND SOFTWARE","$886,821.00"
175911,RICE ISD,2022,6649,FIXED ASSETS-OTHER -LOCALLY DEFINED GROUPINGS,"$30,473.00"
175911,RICE ISD,2023,6112,SUBSTITUTE PAY,"$56,836.00"
175911,RICE ISD,2023,6119,TEACHER PAY & OTHER PROFESSIONALS,"$6,181,923.00"
175911,RICE ISD,2023,6121,EXTRA DUTY PAY / OVERTIME - SUPPORT PERSONNEL,"$21,584.00"
175911,RICE ISD,2023,6122,SALARIES/WAGES FOR SUBSTITUTE SUPPORT PERSONNEL,"$9,207.00"
175911,RICE ISD,2023,6129,SALARIES OR WAGES FOR SUPPORT PERSONNEL,"$1,310,451.00"
175911,RICE ISD,2023,6139,EMPLOYEE ALLOWANCES,"$211,050.00"
175911,RICE ISD,2023,6141,SOCIAL SECURITY/MEDICARE,"$110,672.00"
175911,RICE ISD,2023,6142,GROUP HEALTH & LIFE INSURANCE,"$504,379.00"
175911,RICE ISD,2023,6143,WORKERS' COMPENSATION,"$14,610.00"
175911,RICE ISD,2023,6144,TEACHER RETIREMENT/TRS CARE - ON-BEHALF PAYMENTS,"$509,981.00"
175911,RICE ISD,2023,6145,UNEMPLOYMENT COMPENSATION,"$6,302.00"
175911,RICE ISD,2023,6146,TEACHER RETIREMENT/TRS CARE,"$361,306.00"
175911,RICE ISD,2023,6149,EMPLOYEE BENEFITS,"$1,257.00"
175911,RICE ISD,2023,6211,LEGAL SERVICES,"$19,422.00"
175911,RICE ISD,2023,6212,AUDIT SERVICES,"$26,750.00"
175911,RICE ISD,2023,6213,TAX APPRAISAL AND COLLECTION,"$57,627.00"
175911,RICE ISD,2023,6214,LOBBYING,$83.00
175911,RICE ISD,2023,6219,PROFESSIONAL SERVICES,"$103,529.00"
175911,RICE ISD,2023,6229,TUITION AND TRANSFER PAYMENTS,"$11,116.00"
175911,RICE ISD,2023,6239,EDUCATION SERVICE CENTER SERVICES,"$149,265.00"
175911,RICE ISD,2023,6249,CONTRACTED MAINTENANCE AND REPAIR,"$823,274.00"
175911,RICE ISD,2023,6259,UTILITIES,"$434,242.00"
175911,RICE ISD,2023,6269,RENTALS - OPERATING LEASES,"$9,481.00"
175911,RICE ISD,2023,6299,MISCELLANEOUS CONTRACTED SERVICES,"$6,660.00"
175911,RICE ISD,2023,6311,GAS AND OTHER FUELS FOR VEHICLES (INCLUDING BUSES),"$75,535.00"
175911,RICE ISD,2023,6319,SUPPLIES FOR MAINTENANCE AND/OR OPERATIONS,"$68,378.00"
175911,RICE ISD,2023,6329,READING MATERIALS,$875.00
175911,RICE ISD,2023,6339,TESTING MATERIALS,"$9,254.00"
175911,RICE ISD,2023,6341,FOOD,"$296,478.00"
175911,RICE ISD,2023,6342,NON-FOOD,"$21,389.00"
175911,RICE ISD,2023,6344,USDA DONATED COMMODITIES,"$66,630.00"
175911,RICE ISD,2023,6399,GENERAL SUPPLIES,"$771,802.00"
175911,RICE ISD,2023,6411,TRAVEL AND SUBSISTENCE - EMPLOYEE ONLY,"$48,680.00"
175911,RICE ISD,2023,6412,TRAVEL AND SUBSISTENCE - STUDENT ONLY,"$39,397.00"
175911,RICE ISD,2023,6419,TRAVEL AND SUBSISTENCE - NON-EMPLOYEES,"$10,591.00"
175911,RICE ISD,2023,6429,INSURANCE AND BONDING COSTS,"$99,200.00"
175911,RICE ISD,2023,6439,ELECTION COSTS,"$1,333.00"
175911,RICE ISD,2023,6491,STATUTORILY REQUIRED PUBLIC NOTICES,"$2,593.00"
175911,RICE ISD,2023,6492,PAYMENTS TO FISCAL AGENTS OF SHARED SERVICES ARRANGEMENTS,"$320,173.00"
175911,RICE ISD,2023,6495,DUES,"$21,929.00"
175911,RICE ISD,2023,6499,MISCELLANEOUS OPERATING COSTS,"$130,723.00"
175911,RICE ISD,2023,6511,BOND PRINCIPAL,"$187,640.00"
175911,RICE ISD,2023,6512,CAPITAL LEASE PRINCIPAL,"$107,320.00"
175911,RICE ISD,2023,6521,INTEREST ON BONDS,"$1,211,010.00"
175911,RICE ISD,2023,6522,CAPITAL LEASE INTEREST,"$5,394.00"
175911,RICE ISD,2023,6599,OTHER DEBT SERVICE FEES,"$4,500.00"
175911,RICE ISD,2023,6629,"BUILDING PURCHASE, CONSTRUCTION OR IMPROVEMENTS","$184,917.00"
175911,RICE ISD,2023,6631,"VEHICLES PER UNIT COST OF $5,000 OR MORE","$105,587.00"
